"ticker","name","sector","rank","score","lower_bound","upper_bound","pillars_available","pillars_required","contribution","planning","nature","social","source"
"PRU","Prudential Financial","Financials","186","9.55","9.55","9.55","3","3","0","20","","18.5","https://www.worldbenchmarkingalliance.org/company/prudential-financial"
"DG","Dollar General","Consumer Staples","188","9.43","9.43","9.43","3","3","0","20","","18.1","https://www.worldbenchmarkingalliance.org/company/dollar-general"
"AIG","American International Group","Financials","189","9.13","9.13","9.13","3","3","0","20","","17.1","https://www.worldbenchmarkingalliance.org/company/american-international-group"
"AON","Aon plc","Financials","190","9.01","9.01","9.01","3","3","0","20","","16.7","https://www.worldbenchmarkingalliance.org/company/aon"
"O","Realty Income","Real Estate","190","9.01","9.01","9.01","3","3","0","20","","16.7","https://www.worldbenchmarkingalliance.org/company/realty-income"
"AZO","AutoZone","Consumer Discretionary","192","8.17","8.17","8.17","3","3","0","20","","13.9","https://www.worldbenchmarkingalliance.org/company/autozone"
"WBD","Warner Bros. Discovery","Communication Services","193","7.90","7.90","7.90","3","3","0","20","","13","https://www.worldbenchmarkingalliance.org/company/warner-bros-discovery"
"FISV","Fiserv","Financials","194","7.60","7.60","7.60","3","3","0","20","","12","https://www.worldbenchmarkingalliance.org/company/fiserv"
"STT","State Street Corporation","Financials","194","7.60","7.60","7.60","3","3","0","20","","12","https://www.worldbenchmarkingalliance.org/company/state-street"
"LEN","Lennar","Consumer Discretionary","196","7.48","7.48","7.48","3","3","0","20","","11.6","https://www.worldbenchmarkingalliance.org/company/lennar"
"BF.B","Brown–Forman","Consumer Staples","197","7.33","7.33","7.33","3","3","0","20","7.8","11.1","https://www.worldbenchmarkingalliance.org/company/brown-forman"
"DHI","D. R. Horton","Consumer Discretionary","197","7.33","7.33","7.33","3","3","0","20","","11.1","https://www.worldbenchmarkingalliance.org/company/dr-horton"
"DRI","Darden Restaurants","Consumer Discretionary","199","7.18","7.18","7.18","3","3","0","20","6.7","10.6","https://www.worldbenchmarkingalliance.org/company/darden-restaurants"
"ALL","Allstate","Financials","200","6.91","6.91","6.91","3","3","0","20","","9.7","https://www.worldbenchmarkingalliance.org/company/allstate"
"BLDR","Builders FirstSource","Industrials","201","6.79","6.79","6.79","3","3","0","20","7.7","9.3","https://www.worldbenchmarkingalliance.org/company/builders-firstsource"
"ORLY","O'Reilly Automotive","Consumer Discretionary","201","6.79","6.79","6.79","3","3","0","20","","9.3","https://www.worldbenchmarkingalliance.org/company/oreilly-automotive"
"BX","Blackstone Inc.","Financials","203","6.64","6.64","6.64","3","3","0","20","","8.8","https://www.worldbenchmarkingalliance.org/company/blackstone-group"
"COF","Capital One","Financials","203","6.64","6.64","6.64","3","3","0","20","","8.8","https://www.worldbenchmarkingalliance.org/company/capital-one"
"WTW","Willis Towers Watson","Financials","203","6.64","6.64","6.64","3","3","0","20","","8.8","https://www.worldbenchmarkingalliance.org/company/willis-towers-watson"
"DPZ","Domino's","Consumer Discretionary","206","6.49","6.49","6.49","3","3","0","20","8.3","8.3","https://www.worldbenchmarkingalliance.org/company/dominos"
"PGR","Progressive Corporation","Financials","207","6.37","6.37","6.37","3","3","0","20","","7.9","https://www.worldbenchmarkingalliance.org/company/progressive"
"APO","Apollo Global Management","Financials","208","6.22","6.22","6.22","3","3","0","20","","7.4","https://www.worldbenchmarkingalliance.org/company/apollo-global-management"
"XYZ","Block, Inc.","Financials","208","6.22","6.22","6.22","3","3","0","20","","7.4","https://www.worldbenchmarkingalliance.org/company/block"
"AMP","Ameriprise Financial","Financials","210","5.38","5.38","5.38","3","3","0","20","","4.6","https://www.worldbenchmarkingalliance.org/company/ameriprise-financial"
"TSN","Tyson Foods","Consumer Staples","211","5.13","5.13","5.13","3","3","0","0","10.3","17.1","https://www.worldbenchmarkingalliance.org/company/tyson-foods"
"KKR","KKR & Co.","Financials","212","4.57","4.57","4.57","3","3","0","20","","1.9","https://www.worldbenchmarkingalliance.org/company/kkr"
"FITB","Fifth Third Bancorp","Financials","213","4.42","4.42","4.42","3","3","0","20","","1.4","https://www.worldbenchmarkingalliance.org/company/fifth-third-bancorp"
"NVR","NVR, Inc.","Consumer Discretionary","214","1.95","1.95","1.95","3","3","0","0","","6.5","https://www.worldbenchmarkingalliance.org/company/nvr"
"BRK.B","Berkshire Hathaway","Financials","215","1.68","1.68","1.68","3","3","0","0","","5.6","https://www.worldbenchmarkingalliance.org/company/berkshire-hathaway"
"IVZ","Invesco","Financials","216","0.84","0.84","0.84","3","3","0","0","","2.8","https://www.worldbenchmarkingalliance.org/company/invesco"
"SCHW","Charles Schwab Corporation","Financials","217","0.00","0.00","0.00","3","3","0","0","","0","https://www.worldbenchmarkingalliance.org/company/charles-schwab"
"AOS","A. O. Smith","Industrials","","","0.00","100.00","0","3","","","","",""
"ABT","Abbott Laboratories","Health Care","","","0.00","100.00","0","3","","","","",""
"AMD","Advanced Micro Devices","Information Technology","","","0.00","100.00","0","3","","","","",""
"AFL","Aflac","Financials","","","0.00","100.00","0","3","","","","",""
"A","Agilent Technologies","Health Care","","","0.00","100.00","0","3","","","","",""
"APD","Air Products","Materials","","","0.00","100.00","0","3","","","","",""
"AKAM","Akamai Technologies","Information Technology","","","0.00","100.00","0","3","","","","",""
"ARE","Alexandria Real Estate Equities","Real Estate","","","0.00","100.00","0","3","","","","",""
"ALGN","Align Technology","Health Care","","","0.00","100.00","0","3","","","","",""
"ALLE","Allegion","Industrials","","","0.00","100.00","0","3","","","","",""
"LNT","Alliant Energy","Utilities","","","0.00","100.00","0","3","","","","",""
"MO","Altria","Consumer Staples","","","0.00","100.00","0","3","","","","",""
"AEE","Ameren","Utilities","","","0.00","100.00","0","3","","","","",""
"AEP","American Electric Power","Utilities","","","0.00","100.00","0","3","","","","",""
"AME","Ametek","Industrials","","","0.00","100.00","0","3","","","","",""
"APP","AppLovin","Communication Services","","","0.00","100.00","0","3","","","","",""
"APTV","Aptiv","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"ACGL","Arch Capital Group","Financials","","","0.00","100.00","0","3","","","","",""
"ADM","Archer Daniels Midland","Consumer Staples","","","0.00","100.00","0","3","","","","",""
"ARES","Ares Management","Financials","","","0.00","100.00","0","3","","","","",""
"ANET","Arista Networks","Information Technology","","","0.00","100.00","0","3","","","","",""
"AJG","Arthur J. Gallagher & Co.","Financials","","","0.00","100.00","0","3","","","","",""
"AIZ","Assurant","Financials","","","0.00","100.00","0","3","","","","",""
"ATO","Atmos Energy","Utilities","","","0.00","100.00","0","3","","","","",""
"ADSK","Autodesk","Information Technology","","","0.00","100.00","0","3","","","","",""
"ADP","Automatic Data Processing","Industrials","","","0.00","100.00","0","3","","","","",""
"AXON","Axon Enterprise","Industrials","","","0.00","100.00","0","3","","","","",""
"BKR","Baker Hughes","Energy","","","0.00","100.00","0","3","","","","",""
"BDX","Becton Dickinson","Health Care","","","0.00","100.00","0","3","","","","",""
"TECH","Bio-Techne","Health Care","","","0.00","100.00","0","3","","","","",""
"BSX","Boston Scientific","Health Care","","","0.00","100.00","0","3","","","","",""
"BR","Broadridge Financial Solutions","Industrials","","","0.00","100.00","0","3","","","","",""
"BRO","Brown & Brown","Financials","","","0.00","100.00","0","3","","","","",""
"BG","Bunge Global","Consumer Staples","","","0.00","100.00","0","3","","","","",""
"BXP","BXP, Inc.","Real Estate","","","0.00","100.00","0","3","","","","",""
"CHRW","C.H. Robinson","Industrials","","","0.00","100.00","0","3","","","","",""
"CDNS","Cadence Design Systems","Information Technology","","","0.00","100.00","0","3","","","","",""
"CPT","Camden Property Trust","Real Estate","","","0.00","100.00","0","3","","","","",""
"CAH","Cardinal Health","Health Care","","","0.00","100.00","0","3","","","","",""
"CARR","Carrier Global","Industrials","","","0.00","100.00","0","3","","","","",""
"CVNA","Carvana","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"CASY","Casey's","Consumer Staples","","","0.00","100.00","0","3","","","","",""
"CAT","Caterpillar Inc.","Industrials","","","0.00","100.00","0","3","","","","",""
"CBOE","Cboe Global Markets","Financials","","","0.00","100.00","0","3","","","","",""
"CDW","CDW Corporation","Information Technology","","","0.00","100.00","0","3","","","","",""
"COR","Cencora","Health Care","","","0.00","100.00","0","3","","","","",""
"CNC","Centene Corporation","Health Care","","","0.00","100.00","0","3","","","","",""
"CNP","CenterPoint Energy","Utilities","","","0.00","100.00","0","3","","","","",""
"CRL","Charles River Laboratories","Health Care","","","0.00","100.00","0","3","","","","",""
"CHTR","Charter Communications","Communication Services","","","0.00","100.00","0","3","","","","",""
"CHD","Church & Dwight","Consumer Staples","","","0.00","100.00","0","3","","","","",""
"CIEN","Ciena","Information Technology","","","0.00","100.00","0","3","","","","",""
"CI","Cigna","Health Care","","","0.00","100.00","0","3","","","","",""
"CINF","Cincinnati Financial","Financials","","","0.00","100.00","0","3","","","","",""
"CTAS","Cintas","Industrials","","","0.00","100.00","0","3","","","","",""
"CME","CME Group","Financials","","","0.00","100.00","0","3","","","","",""
"COHR","Coherent Corp.","Information Technology","","","0.00","100.00","0","3","","","","",""
"COIN","Coinbase","Financials","","","0.00","100.00","0","3","","","","",""
"FIX","Comfort Systems USA","Industrials","","","0.00","100.00","0","3","","","","",""
"COO","Cooper Companies (The)","Health Care","","","0.00","100.00","0","3","","","","",""
"CPRT","Copart","Industrials","","","0.00","100.00","0","3","","","","",""
"CPAY","Corpay","Financials","","","0.00","100.00","0","3","","","","",""
"CTVA","Corteva","Materials","","","0.00","100.00","0","3","","","","",""
"CSGP","CoStar Group","Real Estate","","","0.00","100.00","0","3","","","","",""
"CRWD","CrowdStrike","Information Technology","","","0.00","100.00","0","3","","","","",""
"CCI","Crown Castle","Real Estate","","","0.00","100.00","0","3","","","","",""
"CSX","CSX Corporation","Industrials","","","0.00","100.00","0","3","","","","",""
"CMI","Cummins","Industrials","","","0.00","100.00","0","3","","","","",""
"DHR","Danaher Corporation","Health Care","","","0.00","100.00","0","3","","","","",""
"DDOG","Datadog","Information Technology","","","0.00","100.00","0","3","","","","",""
"DVA","DaVita","Health Care","","","0.00","100.00","0","3","","","","",""
"DECK","Deckers Brands","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"DE","Deere & Company","Industrials","","","0.00","100.00","0","3","","","","",""
"DELL","Dell Technologies","Information Technology","","","0.00","100.00","0","3","","","","",""
"DXCM","Dexcom","Health Care","","","0.00","100.00","0","3","","","","",""
"FANG","Diamondback Energy","Energy","","","0.00","100.00","0","3","","","","",""
"DASH","DoorDash","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"DOV","Dover Corporation","Industrials","","","0.00","100.00","0","3","","","","",""
"DTE","DTE Energy","Utilities","","","0.00","100.00","0","3","","","","",""
"ECHO","EchoStar","Communication Services","","","0.00","100.00","0","3","","","","",""
"ECL","Ecolab","Materials","","","0.00","100.00","0","3","","","","",""
"EIX","Edison International","Utilities","","","0.00","100.00","0","3","","","","",""
"EW","Edwards Lifesciences","Health Care","","","0.00","100.00","0","3","","","","",""
"ELV","Elevance Health","Health Care","","","0.00","100.00","0","3","","","","",""
"EME","Emcor","Industrials","","","0.00","100.00","0","3","","","","",""
"EMR","Emerson Electric","Industrials","","","0.00","100.00","0","3","","","","",""
"ETR","Entergy","Utilities","","","0.00","100.00","0","3","","","","",""
"EFX","Equifax","Industrials","","","0.00","100.00","0","3","","","","",""
"ERIE","Erie Indemnity","Financials","","","0.00","100.00","0","3","","","","",""
"ESS","Essex Property Trust","Real Estate","","","0.00","100.00","0","3","","","","",""
"EG","Everest Group","Financials","","","0.00","100.00","0","3","","","","",""
"EVRG","Evergy","Utilities","","","0.00","100.00","0","3","","","","",""
"ES","Eversource Energy","Utilities","","","0.00","100.00","0","3","","","","",""
"EXC","Exelon","Utilities","","","0.00","100.00","0","3","","","","",""
"EXPE","Expedia Group","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"EXPD","Expeditors International","Industrials","","","0.00","100.00","0","3","","","","",""
"EXR","Extra Space Storage","Real Estate","","","0.00","100.00","0","3","","","","",""
"FFIV","F5, Inc.","Information Technology","","","0.00","100.00","0","3","","","","",""
"FDS","FactSet","Financials","","","0.00","100.00","0","3","","","","",""
"FICO","Fair Isaac","Information Technology","","","0.00","100.00","0","3","","","","",""
"FAST","Fastenal","Industrials","","","0.00","100.00","0","3","","","","",""
"FRT","Federal Realty Investment Trust","Real Estate","","","0.00","100.00","0","3","","","","",""
"FDXF","FedEx Freight","Industrials","","","0.00","100.00","0","3","","","","",""
"FERG","Ferguson Enterprises","Industrials","","","0.00","100.00","0","3","","","","",""
"FIS","Fidelity National Information Services","Financials","","","0.00","100.00","0","3","","","","",""
"FE","FirstEnergy","Utilities","","","0.00","100.00","0","3","","","","",""
"FLEX","Flex Ltd.","Information Technology","","","0.00","100.00","0","3","","","","",""
"FTNT","Fortinet","Information Technology","","","0.00","100.00","0","3","","","","",""
"FTV","Fortive","Industrials","","","0.00","100.00","0","3","","","","",""
"FOXA/FOX","Fox Corporation (Class A)","Communication Services","","","0.00","100.00","0","3","","","","",""
"GRMN","Garmin","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"IT","Gartner","Information Technology","","","0.00","100.00","0","3","","","","",""
"GE","GE Aerospace","Industrials","","","0.00","100.00","0","3","","","","",""
"GEHC","GE HealthCare","Health Care","","","0.00","100.00","0","3","","","","",""
"GEN","Gen Digital","Information Technology","","","0.00","100.00","0","3","","","","",""
"GNRC","Generac","Industrials","","","0.00","100.00","0","3","","","","",""
"GD","General Dynamics","Industrials","","","0.00","100.00","0","3","","","","",""
"GPC","Genuine Parts Company","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"GPN","Global Payments","Financials","","","0.00","100.00","0","3","","","","",""
"GL","Globe Life","Financials","","","0.00","100.00","0","3","","","","",""
"GDDY","GoDaddy","Information Technology","","","0.00","100.00","0","3","","","","",""
"HAL","Halliburton","Energy","","","0.00","100.00","0","3","","","","",""
"HIG","Hartford (The)","Financials","","","0.00","100.00","0","3","","","","",""
"HAS","Hasbro","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"HCA","HCA Healthcare","Health Care","","","0.00","100.00","0","3","","","","",""
"DOC","Healthpeak Properties","Real Estate","","","0.00","100.00","0","3","","","","",""
"HSIC","Henry Schein","Health Care","","","0.00","100.00","0","3","","","","",""
"HPE","Hewlett Packard Enterprise","Information Technology","","","0.00","100.00","0","3","","","","",""
"HLT","Hilton Worldwide","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"HONA","Honeywell Aerospace","Industrials","","","0.00","100.00","0","3","","","","",""
"HON","Honeywell Technologies","Industrials","","","0.00","100.00","0","3","","","","",""
"HST","Host Hotels & Resorts","Real Estate","","","0.00","100.00","0","3","","","","",""
"HWM","Howmet Aerospace","Industrials","","","0.00","100.00","0","3","","","","",""
"HUBB","Hubbell Incorporated","Industrials","","","0.00","100.00","0","3","","","","",""
"HUM","Humana","Health Care","","","0.00","100.00","0","3","","","","",""
"HBAN","Huntington Bancshares","Financials","","","0.00","100.00","0","3","","","","",""
"HII","Huntington Ingalls Industries","Industrials","","","0.00","100.00","0","3","","","","",""
"IEX","IDEX Corporation","Industrials","","","0.00","100.00","0","3","","","","",""
"IDXX","Idexx Laboratories","Health Care","","","0.00","100.00","0","3","","","","",""
"ITW","Illinois Tool Works","Industrials","","","0.00","100.00","0","3","","","","",""
"INCY","Incyte","Health Care","","","0.00","100.00","0","3","","","","",""
"IR","Ingersoll Rand","Industrials","","","0.00","100.00","0","3","","","","",""
"PODD","Insulet Corporation","Health Care","","","0.00","100.00","0","3","","","","",""
"IBKR","Interactive Brokers","Financials","","","0.00","100.00","0","3","","","","",""
"ICE","Intercontinental Exchange","Financials","","","0.00","100.00","0","3","","","","",""
"IFF","International Flavors & Fragrances","Materials","","","0.00","100.00","0","3","","","","",""
"INTU","Intuit","Information Technology","","","0.00","100.00","0","3","","","","",""
"ISRG","Intuitive Surgical","Health Care","","","0.00","100.00","0","3","","","","",""
"INVH","Invitation Homes","Real Estate","","","0.00","100.00","0","3","","","","",""
"IQV","IQVIA","Health Care","","","0.00","100.00","0","3","","","","",""
"IRM","Iron Mountain","Real Estate","","","0.00","100.00","0","3","","","","",""
"JBHT","J.B. Hunt","Industrials","","","0.00","100.00","0","3","","","","",""
"JBL","Jabil","Information Technology","","","0.00","100.00","0","3","","","","",""
"JKHY","Jack Henry & Associates","Financials","","","0.00","100.00","0","3","","","","",""
"J","Jacobs Solutions","Industrials","","","0.00","100.00","0","3","","","","",""
"JCI","Johnson Controls","Industrials","","","0.00","100.00","0","3","","","","",""
"KVUE","Kenvue","Consumer Staples","","","0.00","100.00","0","3","","","","",""
"KEYS","Keysight Technologies","Information Technology","","","0.00","100.00","0","3","","","","",""
"KIM","Kimco Realty","Real Estate","","","0.00","100.00","0","3","","","","",""
"KMI","Kinder Morgan","Energy","","","0.00","100.00","0","3","","","","",""
"KLAC","KLA Corporation","Information Technology","","","0.00","100.00","0","3","","","","",""
"LHX","L3Harris","Industrials","","","0.00","100.00","0","3","","","","",""
"LH","Labcorp","Health Care","","","0.00","100.00","0","3","","","","",""
"LVS","Las Vegas Sands","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"LDOS","Leidos","Industrials","","","0.00","100.00","0","3","","","","",""
"LII","Lennox International","Industrials","","","0.00","100.00","0","3","","","","",""
"LLY","Lilly (Eli)","Health Care","","","0.00","100.00","0","3","","","","",""
"LYV","Live Nation Entertainment","Communication Services","","","0.00","100.00","0","3","","","","",""
"LMT","Lockheed Martin","Industrials","","","0.00","100.00","0","3","","","","",""
"L","Loews Corporation","Financials","","","0.00","100.00","0","3","","","","",""
"LITE","Lumentum","Information Technology","","","0.00","100.00","0","3","","","","",""
"MTB","M&T Bank","Financials","","","0.00","100.00","0","3","","","","",""
"MAR","Marriott International","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"MRSH","Marsh McLennan","Financials","","","0.00","100.00","0","3","","","","",""
"MRVL","Marvell Technology","Information Technology","","","0.00","100.00","0","3","","","","",""
"MAS","Masco","Industrials","","","0.00","100.00","0","3","","","","",""
"MCK","McKesson Corporation","Health Care","","","0.00","100.00","0","3","","","","",""
"MDT","Medtronic","Health Care","","","0.00","100.00","0","3","","","","",""
"MRK","Merck & Co.","Health Care","","","0.00","100.00","0","3","","","","",""
"META","Meta Platforms","Communication Services","","","0.00","100.00","0","3","","","","",""
"MTD","Mettler Toledo","Health Care","","","0.00","100.00","0","3","","","","",""
"MGM","MGM Resorts","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"MAA","Mid-America Apartment Communities","Real Estate","","","0.00","100.00","0","3","","","","",""
"MPWR","Monolithic Power Systems","Information Technology","","","0.00","100.00","0","3","","","","",""
"MCO","Moody's Corporation","Financials","","","0.00","100.00","0","3","","","","",""
"MSI","Motorola Solutions","Information Technology","","","0.00","100.00","0","3","","","","",""
"MSCI","MSCI","Financials","","","0.00","100.00","0","3","","","","",""
"NDAQ","Nasdaq, Inc.","Financials","","","0.00","100.00","0","3","","","","",""
"NWSA/NWS","News Corp (Class A)","Communication Services","","","0.00","100.00","0","3","","","","",""
"NI","NiSource","Utilities","","","0.00","100.00","0","3","","","","",""
"NDSN","Nordson Corporation","Industrials","","","0.00","100.00","0","3","","","","",""
"NSC","Norfolk Southern","Industrials","","","0.00","100.00","0","3","","","","",""
"NOC","Northrop Grumman","Industrials","","","0.00","100.00","0","3","","","","",""
"ODFL","Old Dominion","Industrials","","","0.00","100.00","0","3","","","","",""
"OMC","Omnicom Group","Communication Services","","","0.00","100.00","0","3","","","","",""
"ON","ON Semiconductor","Information Technology","","","0.00","100.00","0","3","","","","",""
"OKE","Oneok","Energy","","","0.00","100.00","0","3","","","","",""
"OTIS","Otis Worldwide","Industrials","","","0.00","100.00","0","3","","","","",""
"PKG","Packaging Corporation of America","Materials","","","0.00","100.00","0","3","","","","",""
"PLTR","Palantir Technologies","Information Technology","","","0.00","100.00","0","3","","","","",""
"PANW","Palo Alto Networks","Information Technology","","","0.00","100.00","0","3","","","","",""
"PSKY","Paramount Skydance Corporation","Communication Services","","","0.00","100.00","0","3","","","","",""
"PH","Parker Hannifin","Industrials","","","0.00","100.00","0","3","","","","",""
"PAYX","Paychex","Industrials","","","0.00","100.00","0","3","","","","",""
"PNR","Pentair","Industrials","","","0.00","100.00","0","3","","","","",""
"PM","Philip Morris International","Consumer Staples","","","0.00","100.00","0","3","","","","",""
"PNW","Pinnacle West Capital","Utilities","","","0.00","100.00","0","3","","","","",""
"PNC","PNC Financial Services","Financials","","","0.00","100.00","0","3","","","","",""
"PTC","PTC Inc.","Information Technology","","","0.00","100.00","0","3","","","","",""
"PEG","Public Service Enterprise Group","Utilities","","","0.00","100.00","0","3","","","","",""
"PSA","Public Storage","Real Estate","","","0.00","100.00","0","3","","","","",""
"Q","Qnity Electronics","Information Technology","","","0.00","100.00","0","3","","","","",""
"PWR","Quanta Services","Industrials","","","0.00","100.00","0","3","","","","",""
"DGX","Quest Diagnostics","Health Care","","","0.00","100.00","0","3","","","","",""
"RDDT","Reddit","Communication Services","","","0.00","100.00","0","3","","","","",""
"REG","Regency Centers","Real Estate","","","0.00","100.00","0","3","","","","",""
"REGN","Regeneron Pharmaceuticals","Health Care","","","0.00","100.00","0","3","","","","",""
"RF","Regions Financial Corporation","Financials","","","0.00","100.00","0","3","","","","",""
"RMD","ResMed|","Health Care","","","0.00","100.00","0","3","","","","",""
"RVTY","Revvity","Health Care","","","0.00","100.00","0","3","","","","",""
"HOOD","Robinhood Markets","Financials","","","0.00","100.00","0","3","","","","",""
"ROK","Rockwell Automation","Industrials","","","0.00","100.00","0","3","","","","",""
"ROL","Rollins, Inc.","Industrials","","","0.00","100.00","0","3","","","","",""
"ROP","Roper Technologies","Information Technology","","","0.00","100.00","0","3","","","","",""
"RTX","RTX Corporation","Industrials","","","0.00","100.00","0","3","","","","",""
"SPGI","S&P Global","Financials","","","0.00","100.00","0","3","","","","",""
"SNDK","Sandisk","Information Technology","","","0.00","100.00","0","3","","","","",""
"SBAC","SBA Communications","Real Estate","","","0.00","100.00","0","3","","","","",""
"SLB","Schlumberger","Energy","","","0.00","100.00","0","3","","","","",""
"STX","Seagate Technology","Information Technology","","","0.00","100.00","0","3","","","","",""
"SRE","Sempra","Utilities","","","0.00","100.00","0","3","","","","",""
"SWKS","Skyworks Solutions","Information Technology","","","0.00","100.00","0","3","","","","",""
"SNA","Snap-on","Industrials","","","0.00","100.00","0","3","","","","",""
"SOLV","Solventum","Health Care","","","0.00","100.00","0","3","","","","",""
"SWK","Stanley Black & Decker","Industrials","","","0.00","100.00","0","3","","","","",""
"STE","Steris","Health Care","","","0.00","100.00","0","3","","","","",""
"SYK","Stryker Corporation","Health Care","","","0.00","100.00","0","3","","","","",""
"SMCI","Supermicro","Information Technology","","","0.00","100.00","0","3","","","","",""
"SYF","Synchrony Financial","Financials","","","0.00","100.00","0","3","","","","",""
"SNPS","Synopsys","Information Technology","","","0.00","100.00","0","3","","","","",""
"TMUS","T-Mobile US","Communication Services","","","0.00","100.00","0","3","","","","",""
"TTWO","Take-Two Interactive","Communication Services","","","0.00","100.00","0","3","","","","",""
"TDY","Teledyne Technologies","Information Technology","","","0.00","100.00","0","3","","","","",""
"TER","Teradyne","Information Technology","","","0.00","100.00","0","3","","","","",""
"TPL","Texas Pacific Land Corporation","Energy","","","0.00","100.00","0","3","","","","",""
"TXT","Textron","Industrials","","","0.00","100.00","0","3","","","","",""
"TMO","Thermo Fisher Scientific","Health Care","","","0.00","100.00","0","3","","","","",""
"TKO","TKO Group Holdings","Communication Services","","","0.00","100.00","0","3","","","","",""
"TSCO","Tractor Supply","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"TTD","Trade Desk (The)","Communication Services","","","0.00","100.00","0","3","","","","",""
"TT","Trane Technologies","Industrials","","","0.00","100.00","0","3","","","","",""
"TDG","TransDigm Group","Industrials","","","0.00","100.00","0","3","","","","",""
"TRV","Travelers Companies (The)","Financials","","","0.00","100.00","0","3","","","","",""
"TRMB","Trimble Inc.","Information Technology","","","0.00","100.00","0","3","","","","",""
"TFC","Truist Financial","Financials","","","0.00","100.00","0","3","","","","",""
"TYL","Tyler Technologies","Information Technology","","","0.00","100.00","0","3","","","","",""
"UDR","UDR, Inc.","Real Estate","","","0.00","100.00","0","3","","","","",""
"UNP","Union Pacific Corporation","Industrials","","","0.00","100.00","0","3","","","","",""
"URI","United Rentals","Industrials","","","0.00","100.00","0","3","","","","",""
"UNH","UnitedHealth Group","Health Care","","","0.00","100.00","0","3","","","","",""
"UHS","Universal Health Services","Health Care","","","0.00","100.00","0","3","","","","",""
"VEEV","Veeva Systems","Health Care","","","0.00","100.00","0","3","","","","",""
"VTR","Ventas","Real Estate","","","0.00","100.00","0","3","","","","",""
"VLTO","Veralto","Industrials","","","0.00","100.00","0","3","","","","",""
"VRSN","Verisign","Information Technology","","","0.00","100.00","0","3","","","","",""
"VRSK","Verisk Analytics","Industrials","","","0.00","100.00","0","3","","","","",""
"VRTX","Vertex Pharmaceuticals","Health Care","","","0.00","100.00","0","3","","","","",""
"VRT","Vertiv","Industrials","","","0.00","100.00","0","3","","","","",""
"VTRS","Viatris","Health Care","","","0.00","100.00","0","3","","","","",""
"VICI","Vici Properties","Real Estate","","","0.00","100.00","0","3","","","","",""
"VMRK","Vivmark Residential","Real Estate","","","0.00","100.00","0","3","","","","",""
"VMC","Vulcan Materials Company","Materials","","","0.00","100.00","0","3","","","","",""
"WRB","W. R. Berkley Corporation","Financials","","","0.00","100.00","0","3","","","","",""
"GWW","W. W. Grainger","Industrials","","","0.00","100.00","0","3","","","","",""
"WAB","Wabtec","Industrials","","","0.00","100.00","0","3","","","","",""
"WAT","Waters Corporation","Health Care","","","0.00","100.00","0","3","","","","",""
"WST","West Pharmaceutical Services","Health Care","","","0.00","100.00","0","3","","","","",""
"WMB","Williams Companies","Energy","","","0.00","100.00","0","3","","","","",""
"WDAY","Workday, Inc.","Information Technology","","","0.00","100.00","0","3","","","","",""
"WYNN","Wynn Resorts","Consumer Discretionary","","","0.00","100.00","0","3","","","","",""
"ZBRA","Zebra Technologies","Information Technology","","","0.00","100.00","0","3","","","","",""
"ZBH","Zimmer Biomet","Health Care","","","0.00","100.00","0","3","","","","",""
"ZTS","Zoetis","Health Care","","","0.00","100.00","0","3","","","","",""
